"","Median","low-CI","high-CI","p-value"
"Lentinula edodes",0.168551179012435,0.117656225380365,0.220089139658681,2.03664052938023e-10
"Cylindrobasidium torrendii",0.122951228133321,0.0463141787179138,0.199257953234349,0.00174950818068484
"Armillaria solidipes",-0.494754148396434,-0.564353246064044,-0.424658654980947,1.53844819694805e-40
"Armillaria ostoyae",-0.537811160138169,-0.623481200902545,-0.452591901733956,4.57737235207423e-34
"Armillaria gallica",-0.0817151744940853,-0.147758041320573,-0.0151926105144672,0.0159110606324097
"Hypholoma sublateritium",-0.262028416388761,-0.334979146904988,-0.189173650412784,2.54776057112813e-12
"Galerina marginata",-0.385348678858252,-0.466978695950569,-0.304597556187515,5.30878021521744e-20
"Agaricus bisporus",-0.818525501183525,-0.91823988190002,-0.720365725521126,1.47703674195285e-56
"Leucoagaricus sp. SymC.cos",-0.737363258853904,-0.797640185140417,-0.676716193819345,8.3163212726224e-103
"Protomyces lactucaedebilis",-0.05550297617536,-0.186660671150016,0.0742920294077512,0.406410179983919
"Neolecta irregularis",-0.723009803122949,-0.808224495224843,-0.637578320531483,3.28008698633986e-56
"Saitoella complicata",0.199871213040828,0.137262727195451,0.262249191713331,7.03006329757452e-10
"Schizosaccharomyces pombe",-0.587488503523069,-0.657941455245255,-0.516711957989534,1.93159522505516e-54
"Pneumocystis jirovecii",1.22281182081201,1.10147212096468,1.346177772763,3.32795564421919e-95
"Pneumocystis murina",-1.00647197906636,-1.09279459373322,-0.920141379908579,1.8222834835107e-104
"Pneumocystis carinii",-0.695702539360037,-0.779370366492861,-0.612307947835755,5.51695554148376e-55
"Tortispora caseinolytica",-0.129252653352065,-0.233633619491024,-0.0228655594074514,0.0171038793062423
"Yarrowia lipolytica",0.443344813942195,0.315366107234314,0.58068615982338,2.54444516518807e-14
"Sugiyamaella lignohabitans",0.18392592877354,0.075059434327406,0.292640037117552,0.000965485767971967
"Lipomyces starkeyi",-0.811691178417112,-0.893608142527084,-0.73021313607686,3.29394158521355e-78
"Metschnikowia bicuspidata",-0.547954492343877,-0.635013037231628,-0.461719544080335,7.80015378815559e-36
"Clavispora lusitaniae",-0.80657776503961,-0.900475812503732,-0.713390577297636,7.63662890909564e-58
"[Candida] intermedia",-0.287699455078421,-0.383061839095501,-0.193858812590024,2.44331517966717e-09
"Kuraishia capsulata",-0.714928507305711,-0.819825731439535,-0.609788173862012,1.8504227531096e-38
"Nadsonia fulvescens",-0.595322274621596,-0.68057844677788,-0.509915241428456,4.03887580804724e-41
"Ascoidea rubescens",-1.45439367378106,-1.54830142344718,-1.36033031294806,7.68566938640251e-156
"Komagataella phaffii",0.0075721769724703,-0.00383164854554557,0.0188894068708214,0.192208079970549
"Komagataella pastoris",-0.426264889626674,-0.529568056153766,-0.319458691927836,2.44417555601518e-14
"Wickerhamomyces anomalus",-0.523839875270294,-0.599970840334021,-0.447450419500143,6.91756120184404e-39
"Cyberlindnera jadinii",-0.665455451644403,-0.74916913108299,-0.580968777090073,3.48085446862303e-48
"Cyberlindnera fabianii",-0.806644632412288,-0.89640658539687,-0.717083541488141,1.12134049230518e-66
"Hanseniaspora osmophila",-0.351547231544259,-0.436832928101491,-0.266683095508457,4.9178408271138e-16
"Hanseniaspora opuntiae",-1.24296352733465,-1.35047278458183,-1.13635109212804,2.09443877575841e-103
"Hanseniaspora uvarum",0.100648280747398,0.0122874053058344,0.18922032233195,0.0258725112228892
"Hanseniaspora guilliermondii",0.18135475813482,0.135970557719582,0.226721473232133,1.16010630254029e-14
"Hanseniaspora valbyensis",-0.882641247796089,-0.95881212601267,-0.806316075379695,3.97737816834125e-100
"Brettanomyces nanus",-0.435372031444634,-0.514554934821194,-0.356518963061533,5.23423482587612e-27
"Brettanomyces bruxellensis",-1.70607733722894,-1.85713725392098,-1.55943561161359,3.83287387731069e-121
"Ogataea parapolymorpha",0.0591012202262261,-0.0352314617962765,0.154589926911493,0.219207322045134
"[Candida] arabinofermentans",-0.844467074055535,-0.92051406317861,-0.767791625506223,3.67592699586602e-87
"Pichia membranifaciens",-0.213636258341786,-0.298915150168854,-0.12841629867322,8.54055978399113e-07
"Pichia kudriavzevii",-0.810896358208864,-0.883462289139476,-0.738095609688995,3.88170489686643e-94
"Millerozyma farinosa",-0.904447946090018,-0.988563870231595,-0.820276236497542,3.54829117584887e-85
"Yamadazyma tenuis",-0.449488972700296,-0.523170659724676,-0.377217112505103,6.38856225902278e-34
"Scheffersomyces stipitis",-1.17844974510267,-1.26073324463732,-1.09662010431874,2.75589088901927e-141
"Debaryomyces hansenii",-0.959063318736394,-1.03724588528564,-0.881062290967724,3.93680761822254e-110
"Suhomyces tanzawaensis",-0.54475184434987,-0.65066465199963,-0.436993609486044,2.07671259679174e-22
"Babjeviella inositovora",-0.618155405424703,-0.702034880806725,-0.534857148917847,2.51988591338773e-46
"Meyerozyma guilliermondii",0.468393710521346,0.351368414882347,0.585482570192898,7.84243410423426e-15
"Hyphopichia burtonii",-0.477523124254003,-0.554983579299278,-0.401403103780308,4.46803844472882e-34
"Spathaspora passalidarum",-0.11456865625004,-0.217310243155077,-0.0122626950527016,0.0284950980308554
"Lodderomyces elongisporus",-0.220591783526118,-0.299751467353461,-0.143033640989592,3.30026234573515e-08
"Candida dubliniensis",-0.671027663302981,-0.740068617442918,-0.601794020917235,4.10596588548248e-72
"Candida maltosa",-0.70342929549357,-0.782285694213167,-0.624720635295538,1.22659800191572e-64
"Candida parapsilosis",-0.0111102339769121,-0.082650231671871,0.0612784820832394,0.762640475946668
"Candida orthopsilosis",-0.070098039630609,-0.170946674444766,0.0306399471511155,0.174172825219476
"Candida tropicalis",-0.433122629152858,-0.493072008146432,-0.37246321795371,8.57402139576029e-41
"Candida albicans",0.613683304326268,0.53257644324049,0.69644233680701,8.66192940846903e-52
"Saccharomycetaceae sp. 'Ashbya aceri'",-0.632907878136977,-0.746156964125409,-0.522170766251857,3.99637121207565e-29
"[Candida] glabrata",-0.488045972400593,-0.572071244123999,-0.404220114752773,9.24294806054319e-29
"Kazachstania africana",-0.621777703729326,-0.707515870458054,-0.53585851102622,1.22165815112749e-42
"Kazachstania naganishii",-0.45591902024522,-0.604388222794316,-0.307996843976288,7.5788516462921e-10
"Eremothecium gossypii",-0.00853536866692403,-0.0211235536657081,0.00393334833222804,0.180874004549293
"Eremothecium cymbalariae",0.466647435381116,0.32468763968083,0.608428684394836,2.19556774845756e-10
"Eremothecium sinecaudum",-0.721546395213874,-0.848549930376144,-0.597752129056028,1.00451838419519e-31
"Torulaspora globosa",-0.790742053992118,-0.88991978264718,-0.690973928709156,8.20741994245417e-50
