"","N.count","P.count","Missing","pvalue","2014_ZellerG-Median","2014_ZellerG-p-value","2015_FengQ-Median","2015_FengQ-p-value","2016_VogtmannE-Median","2016_VogtmannE-p-value","2019_Thom-Median","2019_Thom-p-value","2019_WirbelJ-Median","2019_WirbelJ-p-value","2019_Yachida-Median","2019_Yachida-p-value","2021_JunY_1-Median","2021_JunY_1-p-value","2021_JunY_2-Median","2021_JunY_2-p-value"
"Tilletia caries",5,3,0,8,0.18049224884953,0.00415353560106122,-0.562261101901644,1.15467298999564e-06,-0.530252636696732,1.01385086407537e-07,0.382367235743104,9.19973591079835e-09,-3.05693657796991,4.27601460936698e-34,0.0913539409721615,0.000734738628646747,-2.10913434760222,6.48954414564252e-119,-0.230739697672359,7.39421466914781e-05
"Violaceomyces palustris",5,3,0,7,0.0205518887501423,0.504835664132402,-0.10859121430998,0.00626463643207675,-0.218445126184544,4.86387824123158e-13,0.360010836243723,3.23343474036219e-23,-0.891414633602047,3.37160446786068e-49,0.176970759505713,7.74338793837066e-82,-0.716561865228871,1.81285127197384e-116,-0.294996426577607,1.07995278852648e-57
"Testicularia cyperi",3,5,0,8,0.675559000833267,3.66536571471506e-95,-0.175343042416434,0.00353621686607426,0.284940147636854,3.27621102115946e-10,0.503695189222033,4.00735403426327e-28,-0.85386515941153,2.53664083839105e-27,0.030918210302137,0.00532336992353692,-0.239030043618417,6.96167826529433e-16,0.0488535024415098,0.0211049819607185
"Pseudozyma hubeiensis",5,3,0,7,0.453091466185049,5.07633013271177e-42,-0.161538997680434,0.00667568225854912,-0.00545733588553175,0.905758471873184,0.180656408126201,0.00316257286527942,-1.15181663710961,3.0781202152925e-47,0.0533528427689168,0.000125441621218607,-0.259315791215653,4.29846575970876e-15,-0.199133178667616,2.11013101307308e-22
"Kalmanozyma brasiliensis",4,4,0,7,0.312136971012419,6.69580842247054e-23,0.335676022537306,1.47917345782272e-16,-0.0851340886381912,0.01869173319819,0.0156851720417957,0.617416084083952,-0.922747560623347,3.14806861935176e-41,0.121657551755053,1.59353635800565e-25,-0.407395126605459,2.07203153721892e-43,-0.16216178886641,4.84966922022552e-18
"Moesziomyces aphidis",3,5,0,7,0.381608666221481,6.90609661488593e-10,-0.21999712721363,0.0547715162756952,-0.369624021054565,2.53968440935034e-05,0.615658827867571,3.84727827731635e-07,-0.46009141474492,0.000184117897566338,0.583756088680168,9.90075196586001e-107,0.237265122239449,0.00120143874379704,0.0872457723295961,0.0204181408208886
"Moesziomyces antarcticus",4,4,0,7,0.901680265287596,1.09843007037993e-62,-0.117793951209853,0.114971978179232,-0.410539433006964,8.35100655646074e-10,1.00818164805513,2.37299412880188e-27,-1.33218712768928,1.52770144539525e-56,0.279957004338822,5.5878108224503e-43,-0.460922113596676,2.67449439241166e-24,0.455323045732835,3.3539209764357e-72
"Ustilago hordei",5,3,0,7,0.0112625332170205,0.76812904158161,0.255533502056093,1.07122892319523e-07,-0.179546212123064,0.000213948123870648,-0.4156792433002,1.02792116954754e-09,-1.22809516755116,4.87405807173828e-40,0.18228176730778,7.17849723478193e-17,-0.10151427586464,0.032216721941454,-0.103068033583879,0.0011371199490323
"Ustilago bromivora",2,6,0,5,0.601543467472577,2.77507898634857e-28,0.377010137115816,9.76363737723458e-05,-0.288291038193484,0.000195315256261187,0.16128606320119,0.0523863420559848,-0.078099891337007,0.365962559098608,0.0333866036172526,0.199230368340281,0.296555200323894,2.86681866186432e-09,0.189817473400708,8.91771929227187e-06
"Ustilago maydis",4,4,0,6,0.510062787525948,1.78300272307639e-72,-0.0446629511180108,0.324374915010162,0.0709503369957787,0.0328931998553096,-0.0415789734309362,0.262569282725553,-0.312440246888586,2.30023313994369e-06,0.358385230482578,3.36516525318908e-210,0.351059807055173,3.27586912291706e-23,-0.454802410026376,2.22799317371351e-99
"Anthracocystis flocculosa",3,5,0,7,0.65670483222328,8.46481021604588e-98,0.00271263734729494,0.954865039972032,-0.0823956459087242,0.00709284174089144,0.201060694631074,7.24163156385956e-08,-1.04168757220607,4.36632608418915e-46,0.227914762073067,1.83597421289988e-82,-0.278941025733018,2.20728462210878e-19,0.192648229233472,6.23822176417059e-27
"Sporisorium graminicola",5,3,0,4,0.000330187434690433,0.990744730496241,-0.248060319482645,7.89967293286365e-07,-0.0839860065020845,0.0191723506221944,-0.0104778955959307,0.831194903499042,-0.090992768480327,0.257817432865127,0.0379139353680582,0.00163814228587783,0.771711513931042,4.39560006432377e-97,-0.013996755513098,0.484546662332653
"Sporisorium reilianum",4,4,0,7,0.711776537874779,2.6001939686014e-121,-0.0313472072903681,0.513324761724527,-0.11551292922121,0.000434987732850151,0.541694017833285,4.65939188390072e-51,-0.396371738763525,3.52933667335218e-13,0.382160693563568,0,-0.220928561088169,1.82394889637126e-12,0.0614520994480275,0.00114280801267054
"Dacryopinax primogenitus",4,4,0,8,0.29624517429989,3.58631579803001e-24,0.249319887361673,1.62401488272419e-06,-0.158604379816913,8.23653822079972e-05,0.375965106178206,1.32786547052768e-14,-0.756082273920525,4.43209307205642e-29,0.250155773090489,1.11209935547915e-127,-0.365693694811829,1.33780584072422e-31,-0.477658174745516,4.87448216574029e-116
"Calocera viscosa",5,3,0,8,0.697167622145386,3.22712576761012e-124,0.100281286196491,0.0281237862842144,-0.13785439623784,0.000401583181862725,-0.253190076560232,1.26458812588196e-12,-1.46500349634089,1.15032010368931e-88,0.0729617080353785,1.25052630332139e-15,-0.340664150438846,3.92192199825933e-39,-0.575864816805661,3.80206051871537e-183
"Calocera cornea",2,6,0,8,0.119854250267675,1.68131974032881e-07,0.105394243926703,0.00339945408972825,0.0934258212118904,0.00481487172734504,0.229604778708989,8.01386540876044e-14,-0.711637505810044,3.14500118940744e-41,0.362307003936661,9.98005134611009e-298,-0.286785884086838,6.73811374216026e-24,0.0503821986465801,0.00410823115826898
"Xanthophyllomyces dendrorhous",6,2,0,6,-0.032987387745669,0.214199176130629,-0.257916245946221,1.49031694297258e-14,-0.0897498211611715,0.0113019858487316,0.0729166727340819,0.0919046792599313,-1.64262832963449,6.66963723215653e-79,0.16400584775017,1.63694923415786e-66,-0.657581555541654,1.96788894577213e-116,-0.646847054788256,2.58372578219776e-280
"Trichosporon asahii",4,4,0,7,0.708788395327856,1.44754016732184e-89,-0.312030845824737,3.77001354701067e-07,0.0580794501212306,0.134644272611478,0.562323388076677,9.35577883997677e-36,-0.328123161833385,8.61996525867234e-09,-0.21019314480271,2.59792960053054e-55,0.337085906439563,8.11503987348268e-52,-0.175929429710094,3.04147731443424e-17
"Naematelia encephala",3,5,0,6,0.202890847700933,1.22266088124838e-06,0.019089503962818,0.720520092466646,0.0265448905687038,0.565130584063311,0.173888091268606,0.000200341108763708,-1.06213684274227,4.40069269397827e-38,0.175492490527274,6.67257398913586e-55,-0.691644274189203,1.34393450080131e-101,-0.450864923529434,1.34604347889146e-111
"Tremella mesenterica",5,3,0,8,0.165143223531226,5.59750483883246e-09,-0.360564567977334,6.31741512396572e-16,-0.180703677325208,6.77830003124173e-07,0.776945757440889,2.29322352674226e-46,-1.30753757687223,1.18747785292688e-88,0.0485014859809024,8.06095380895614e-06,-0.319878485615262,3.37319048562054e-35,-0.391626145665966,2.28965818878656e-100
"Kwoniella heveanensis",2,6,0,7,0.782486926441095,1.34296613564954e-90,0.363490691162553,2.45863690318506e-16,0.069844195214706,0.175629466724167,0.970537065976372,5.8727192292374e-23,-0.878620322190256,2.56294013397232e-18,0.0682709526661221,0.00506416564738395,0.0749647172746514,0.0189487665135541,-0.61501966948481,7.46497166140814e-75
"Kwoniella bestiolae",6,2,0,7,-0.502655004416579,2.80616121138073e-81,-0.218876044893638,3.56505118856905e-09,-0.0466008191329074,0.298525135680006,0.17483937290263,6.85537568783647e-07,-1.35741196211876,2.88290125154516e-59,0.202870247337595,1.50942733399842e-65,-0.67346816382575,6.30798733606453e-107,-0.414225956552088,3.13832526478791e-103
"Kwoniella dejecticola",4,4,0,4,0.0337915804023318,0.259490415450502,0.507722709799679,1.74253702489246e-27,-0.405067151820367,4.84043881870906e-19,0.572278470162746,1.86817606260443e-20,-0.773674032696644,6.18920153889238e-34,-0.0210058182606352,0.0684370097046561,-0.0381685165336461,0.169826928416279,0.019904421851314,0.316164914286449
"Kwoniella pini",7,1,0,8,-0.609341381062775,1.42040144754896e-114,-0.122759592944095,0.000181319218053687,-0.501200715384703,7.17441008593391e-30,0.441114893526004,1.38038294462392e-21,-1.42810121260053,1.78557157435605e-83,-0.113774524756985,1.65588990157124e-42,-0.564136022581465,3.6541212651836e-97,-0.379676801516405,4.02314834609906e-157
"Kwoniella mangrovensis",4,4,0,8,0.268759335278343,0.000112826916987552,0.531610394554087,7.45207008234236e-09,0.774839009257296,1.65702839116604e-16,0.205714206586926,0.0329317953424814,-1.15729504941787,5.38571262353016e-16,-0.432478072331918,2.1435767646424e-60,-0.210561462895767,0.00205532299742145,-0.785960342902671,5.3430077176149e-43
"Cryptococcus wingfieldii",5,3,0,7,0.161024437097855,0.000754357347846616,-0.327350331801818,4.47768158733005e-06,0.713274081374795,5.14224903070915e-36,-0.116803778887335,0.0930871351310513,-2.73888871757977,6.09266425249258e-85,0.050258929843163,0.000434804947500901,-0.177316827505531,0.000201302151241016,-0.206296710552759,3.74176755778964e-20
"Cryptococcus amylolentus",4,4,0,7,0.659452609558802,3.80077843281154e-26,-0.0884322956063316,0.178466718595302,-1.4813668653285,1.37765661584692e-17,2.17651336585058,3.69166823919545e-32,-0.492487416037071,9.4505863669172e-06,0.0699301740382086,0.00834528421177655,0.302139500250048,9.25411924412753e-06,-1.01198291863773,2.08015800225684e-78
"Cryptococcus gattii VGII",5,3,0,5,0.00571376878820866,0.831393483594793,1.87071089130649,1.67467058204889e-27,-1.12189408904802,5.08718589549526e-18,0.190914487585299,0.498729095985585,-0.754808788912281,5.10966772487291e-05,-0.0316278906629538,0.127881307594531,-2.06609526467646,5.80032138388622e-95,-0.534637023739707,3.61259370753606e-33
"Cryptococcus gattii VGIII",3,5,0,6,-1.24855152469912,1.65820713658606e-39,0.690659122000141,1.49914874300334e-05,0.166641486339799,0.0500087790980236,0.0821430684711597,0.695666394762979,-0.660204440607659,0.000114492781022611,0.783275467223598,8.56306964135289e-222,-0.55770241115108,6.23984489033984e-11,0.148089312570089,0.00230708289247502
"Cryptococcus gattii VGIV",6,2,0,6,0.145120981531719,0.0364356828344876,-0.0862542093797473,0.353957305965436,-2.03696003285825,8.04540700091032e-73,0.142244079884338,0.197595255582854,-3.48606875330237,1.30636776098459e-67,-0.584013609328588,3.06114313159961e-103,-2.21336013543097,3.37041718266597e-239,-0.680311632268072,4.29053493274626e-53
"Cryptococcus gattii VGI",6,2,0,7,-1.41438870892593,9.79961845586417e-34,-1.85541562942267,5.93051927854183e-15,-5.60800513741608,9.56190927330189e-37,0.120291548843526,0.000297792438778306,-1.43791638659753,3.2751483670719e-15,0.209135374647333,2.32541531969502e-08,-1.40257550084203,4.8740509585884e-23,-0.0499706173693046,0.319898152087003
"Cryptococcus depauperatus",5,3,0,8,-0.508829028112004,7.45397553945487e-59,0.228569564914088,4.46356731155842e-05,0.313451191010717,1.07157582925361e-09,0.636996678213723,1.64315899739272e-14,-3.39014667358459,4.01758033209127e-57,-0.298327431811861,4.7233723902714e-88,-0.401704637122622,3.73801490675396e-23,-0.823545708879056,9.5248023767547e-261
"Cryptococcus neoformans",5,3,0,7,-0.216946720388667,2.37618843686648e-12,-0.0313869257703358,0.495219704850759,-0.612747919792663,2.55355169639601e-51,-0.444032784755575,1.86340091045148e-30,-0.680863174610662,3.80952305024928e-13,0.0664445773701508,2.05742778761214e-14,0.407222439279934,2.41701142790425e-49,0.590149735839705,6.54511039343679e-78
"Sphaerobolus stellatus",5,3,0,5,-0.24301492565192,1.58832635809854e-56,0.0119195858803621,0.587980062044593,0.0140314560564324,0.469223570578246,0.242363652640084,4.68699158016006e-31,-0.609282158425797,7.78254701564381e-44,-0.00582738291022166,0.197982235057517,-0.264304647435072,5.09409061097532e-32,-0.331124433971747,2.22325648576293e-175
"Punctularia strigosozonata",6,2,0,6,-0.00211272008015756,0.936270407952939,-0.14508141660396,7.24213989253422e-05,-0.137037752540037,0.000906410341024889,0.012596331687065,0.742563940326331,-1.18547336157035,1.0984922270953e-62,0.178490012965866,3.14576865532676e-75,-0.423412211338307,1.0213918095767e-39,-0.341554420615251,4.37678113838682e-74
"Gloeophyllum trabeum",4,4,0,6,0.046090705764581,0.0732502935641455,0.0514013718819459,0.277464822193083,-0.22451260244621,4.37773624416138e-13,0.10770994878402,0.000526795239692185,-1.27626021843115,4.45661420476153e-88,0.304791474886917,4.32516476749572e-277,-0.346382242522297,8.6439090670365e-32,-0.0465659517761221,0.0147529544295704
"Neolentinus lepideus",5,3,0,7,-0.115441433751311,3.53944646441911e-06,-0.00773272978710324,0.868689079572334,0.10347244103527,0.000442179050637112,0.252494145592174,1.3656885598108e-10,-1.16026928586867,5.85396767144936e-75,0.242080651954471,5.82960420587308e-148,-0.445116579892342,1.47642854923986e-53,-0.709818730093023,9.90777049767262e-279
"Sistotremastrum niveocremeum",6,2,0,7,-0.29868587671556,4.18243313576544e-14,-0.106720737065551,0.0917003036121193,-0.523378033675099,5.52841196346752e-19,0.657017941193327,1.8385215322094e-27,-1.83205302553045,6.61689580160947e-96,0.125695366934726,7.63436273436517e-27,-0.69054844829867,3.92198184448468e-86,-0.257168872770902,6.8306915614969e-19
"Sistotremastrum suecicum",3,5,0,8,0.313359597595336,7.22456134534274e-18,0.905228524166341,1.6161531182511e-31,0.262685778598114,2.11398074428725e-08,0.293009170358646,4.2635301760223e-08,-2.31503781468284,7.86695523785666e-61,0.248902648506871,5.87198887151128e-110,-0.240561737004211,1.52868327244417e-12,-0.31507149558925,2.59588898186597e-50
"Serendipita vermifera",5,3,0,6,-0.00940822795426004,0.689717737486686,-0.455308798293412,2.25645677346519e-27,0.250218149033614,2.56825999076579e-12,0.170221463694437,0.000223529841148631,-1.20788658939528,1.55946990212419e-61,0.0082280447564118,0.393729318338307,-0.125986844035941,6.51261912999016e-05,-0.337671201887601,5.80317080534769e-85
"Serendipita indica",6,2,0,5,-0.139405653129732,2.72580153138159e-06,-0.0566286693998406,0.110156809497585,0.0571833737885951,0.130833433589598,-0.328566542345788,1.10878307767183e-12,-1.39155401739742,2.47477326342232e-71,0.0104321267557197,0.297691397556385,-0.335756475544283,3.19118076628979e-31,-0.53505651922645,4.13416700057414e-153
"Exidia glandulosa",5,3,0,8,0.325771358773692,7.48112847669743e-49,-0.275085147614906,3.29464638606873e-19,-0.131405058480668,4.68099054026984e-08,0.097536434896474,0.00226458643621403,-0.767258537535282,1.30261210493994e-42,0.308239783579644,0,-0.430916570526084,1.30026496023379e-54,-0.338551677086961,1.60266378237404e-104
"Schizopora paradoxa",7,1,0,7,-0.374900758128635,4.24630557645863e-63,0.128683096872014,0.000120634428148964,-0.349251688764404,4.84935182967512e-19,-0.0265281444011492,0.414625057615771,-0.919083033228277,1.11103500191666e-55,-0.0460120640083275,3.73302710340801e-08,-0.300037376284547,1.00151665197911e-31,-0.0737126368784752,1.71690828589778e-05
"Fomitiporia mediterranea",5,3,0,7,-0.532486771370852,3.81836279552396e-134,-0.0111174156861578,0.71976936859301,0.063176927725193,0.0490227634729818,0.511674177818383,1.66416100372104e-52,-1.15991155266861,2.59781082958817e-89,0.0652616367019342,2.07851370333114e-16,-0.30846984339871,3.99415101913632e-38,-0.233163831327775,1.0325243071302e-64
"Pyrrhoderma noxium",6,2,0,8,-0.268698094313507,2.18224317687459e-24,-0.0725850537141896,0.0210649635439528,-0.587875127068002,1.28396815483956e-57,0.326603521684803,4.80267025613802e-18,-1.12195477307139,1.488652335518e-62,0.0392129801045178,1.23759024618688e-05,-0.607957922814594,4.20197083389189e-112,-0.493014986492105,3.51270026130843e-145
"Botryobasidium botryosum",6,2,0,8,0.185082558680793,9.08215018238017e-14,-0.320876780650572,3.96726683970808e-25,-0.117452583611272,9.92038377196292e-07,-0.309924849529401,1.50895170404864e-17,-0.662512141022308,3.22168846177533e-30,0.227342446437078,7.7338157231545e-155,-0.375143987956739,1.91846641793452e-39,-0.312079982699671,1.06853968942471e-82
"Rhizoctonia solani",8,0,0,6,-0.076273036847383,3.3674810327952e-07,-0.0162696607597817,0.441634278508011,-0.297848239116901,1.334174909721e-66,-0.0954265561695523,1.24257718228361e-06,-0.407061055718424,2.2137474120036e-24,-0.00094271609495084,0.858612767764648,-0.530096858840426,1.34589505500133e-112,-0.472396215544502,0
"Peniophora sp. CONT",4,4,0,6,0.448710156474493,7.81792715929981e-70,0.239138304987845,3.98654758489386e-12,0.0448427905237233,0.0669823500543937,-0.0480977948799312,0.073890362318086,-0.86490142917749,3.14877969565947e-42,0.217137780375538,8.65577057950946e-148,-0.515021264135527,2.49287971297734e-62,-0.273130568221808,3.77215106782352e-63
"Stereum hirsutum",6,2,0,7,0.0387128699069093,0.0850902322334507,-0.291760479275588,1.68288519157843e-20,-0.275562285724239,6.19420575577496e-19,-0.098002685545547,0.00707996252685589,-0.599307534253968,5.37632162694054e-24,0.0898277454956037,1.19898129531897e-22,-0.423919245549679,2.28688726851337e-78,-0.359651543871119,7.73529268183577e-121
"Heterobasidion irregulare",4,4,0,8,0.112867639437568,1.12612184892939e-05,-0.0818964920903506,0.0192707012236275,-0.232370551525919,2.07374867443479e-08,0.351560811374217,1.62322953738572e-17,-0.522013558230208,3.06307027820917e-13,0.121612784617177,1.63294017501073e-32,-0.534712689346602,1.19141290112919e-84,0.271059773147903,2.41108368789116e-47
"Phlebia centrifuga",5,3,0,7,-0.21386981762549,4.04627689147873e-14,-0.107475486883603,0.0150648172947231,0.349279202389131,3.92487804014229e-28,0.0133432501942736,0.730660123076534,-0.907869767167159,9.92486343575015e-48,0.180432607804828,2.4581574577143e-61,-0.534348772818592,8.16560230069614e-76,-0.467007242292954,3.24359122578286e-146
"Gelatoporia subvermispora",4,4,0,8,0.159996331208333,1.63166862345622e-08,0.647813089075145,9.88036916473545e-41,-0.0985553027067706,0.00346355788390158,-0.308223324246755,1.09040558064335e-12,-1.09955215268362,1.08234240502315e-74,0.131098635221427,5.85775303687447e-39,0.151668444871838,2.83973255597039e-09,-0.0772495034078762,5.47697730921116e-06
"Fomitopsis pinicola",4,4,0,8,0.482323000494256,7.83309250548196e-56,-0.260189389830739,6.95757329430669e-08,0.245142572324904,2.37679844805842e-10,0.329125784533616,6.13818430288398e-17,-0.699572705939351,3.2966449636444e-22,0.126870550424046,5.69746487239346e-37,-0.755273056089823,3.92974631644431e-104,-0.180707030038919,1.6914024136714e-18
