Sample	raw pair1	raw pair2	trimmed pair1	trimmed pair2	trimmed orphan1	trimmed orphan2	decontaminated Homo_sapiens pair1	decontaminated Homo_sapiens pair2	decontaminated Homo_sapiens orphan1	decontaminated Homo_sapiens orphan2	final pair1	final pair2	final orphan1	final orphan2
CCIS76845094ST-20-0	72543335.0	72543335.0	69701565.0	69701565.0	1623274.0	1099251.0	69701025.0	69701025.0	1623433.0	1099413.0	69701025.0	69701025.0	1623433.0	1099413.0
CCIS77100899ST-4-0	32162657.0	32162657.0	30533526.0	30533526.0	922887.0	647166.0	30532739.0	30532739.0	923225.0	647541.0	30532739.0	30532739.0	923225.0	647541.0
CCIS77252613ST-4-0	43032257.0	43032257.0	41639796.0	41639796.0	761028.0	594201.0	41639456.0	41639456.0	761105.0	594286.0	41639456.0	41639456.0	761105.0	594286.0
CCIS78100604ST-4-0	36588707.0	36588707.0	34962531.0	34962531.0	1012489.0	552538.0	34962402.0	34962402.0	1012527.0	552594.0	34962402.0	34962402.0	1012527.0	552594.0
CCIS78318719ST-4-0	26554667.0	26554667.0	25038104.0	25038104.0	820078.0	637093.0	25037461.0	25037461.0	820352.0	637334.0	25037461.0	25037461.0	820352.0	637334.0
CCIS79210440ST-3-0	17338108.0	17338108.0	14676710.0	14676710.0	689450.0	1793504.0	14676282.0	14676282.0	689576.0	1793667.0	14676282.0	14676282.0	689576.0	1793667.0
CCIS80834637ST-4-0	44830160.0	44830160.0	43206317.0	43206317.0	833258.0	736149.0	43205892.0	43205892.0	833368.0	736251.0	43205892.0	43205892.0	833368.0	736251.0
CCIS81139242ST-4-0	29841558.0	29841558.0	28143766.0	28143766.0	941947.0	676108.0	28142708.0	28142708.0	942252.0	676464.0	28142708.0	28142708.0	942252.0	676464.0
CCIS81710917ST-20-0	48035727.0	48035727.0	45227822.0	45227822.0	1612667.0	1056179.0	45226499.0	45226499.0	1613131.0	1056643.0	45226499.0	45226499.0	1613131.0	1056643.0
CCIS81735969ST-20-0	34764065.0	34764065.0	33499591.0	33499591.0	734825.0	475993.0	33497707.0	33497707.0	735521.0	476680.0	33497707.0	33497707.0	735521.0	476680.0
CCIS81887263ST-4-0	43180950.0	43180950.0	41765869.0	41765869.0	748907.0	627084.0	41763534.0	41763534.0	749442.0	627761.0	41763534.0	41763534.0	749442.0	627761.0
CCIS82146115ST-4-0	43960694.0	43960694.0	41767297.0	41767297.0	1202314.0	913898.0	41767180.0	41767180.0	1202356.0	913936.0	41767180.0	41767180.0	1202356.0	913936.0
CCIS82507866ST-3-0	18262334.0	18262334.0	15736663.0	15736663.0	786223.0	1574611.0	15734989.0	15734989.0	786734.0	1575336.0	15734989.0	15734989.0	786734.0	1575336.0
CCIS82944710ST-20-0	4215880.0	4215880.0	4076823.0	4076823.0	77978.0	55266.0	4076771.0	4076771.0	78000.0	55284.0	4076771.0	4076771.0	78000.0	55284.0
CCIS83445808ST-4-0	19501458.0	19501458.0	18395563.0	18395563.0	526534.0	533190.0	18393129.0	18393129.0	527222.0	533906.0	18393129.0	18393129.0	527222.0	533906.0
CCIS83574003ST-4-0	38304657.0	38304657.0	36941970.0	36941970.0	774148.0	540049.0	36941732.0	36941732.0	774209.0	540098.0	36941732.0	36941732.0	774209.0	540098.0
CCIS83870198ST-4-0	33343498.0	33343498.0	31260706.0	31260706.0	1049382.0	943619.0	31257006.0	31257006.0	1050907.0	945068.0	31257006.0	31257006.0	1050907.0	945068.0
CCIS84543192ST-4-0	14973046.0	14973046.0	13671639.0	13671639.0	663974.0	568921.0	13666463.0	13666463.0	665417.0	570153.0	13666463.0	13666463.0	665417.0	570153.0
CCIS85214191ST-3-0	26950900.0	26950900.0	25064185.0	25064185.0	804065.0	1001213.0	25063269.0	25063269.0	804299.0	1001491.0	25063269.0	25063269.0	804299.0	1001491.0
CCIS87116798ST-4-0	22643954.0	22643954.0	21224315.0	21224315.0	750185.0	599224.0	20125993.0	20125993.0	969491.0	801829.0	20125993.0	20125993.0	969491.0	801829.0
CCIS87167916ST-4-0	20100401.0	20100401.0	17874682.0	17874682.0	842332.0	1268844.0	17872551.0	17872551.0	843151.0	1269692.0	17872551.0	17872551.0	843151.0	1269692.0
CCIS87252800ST-4-0	11753596.0	11753596.0	11139971.0	11139971.0	335209.0	254701.0	11139674.0	11139674.0	335307.0	254807.0	11139674.0	11139674.0	335307.0	254807.0
CCIS87290971ST-4-0	27257848.0	27257848.0	25786063.0	25786063.0	874876.0	546073.0	25785745.0	25785745.0	875023.0	546203.0	25785745.0	25785745.0	875023.0	546203.0
CCIS87605453ST-4-0	39141969.0	39141969.0	37748343.0	37748343.0	734491.0	612437.0	37748137.0	37748137.0	734542.0	612484.0	37748137.0	37748137.0	734542.0	612484.0
CCIS88007743ST-4-0	29101486.0	29101486.0	27737902.0	27737902.0	865570.0	452020.0	27737541.0	27737541.0	865678.0	452124.0	27737541.0	27737541.0	865678.0	452124.0
CCIS88317640ST-4-0	33771666.0	33771666.0	32392650.0	32392650.0	828701.0	498809.0	32392537.0	32392537.0	828743.0	498861.0	32392537.0	32392537.0	828743.0	498861.0
CCIS90164298ST-4-0	30094526.0	30094526.0	28747465.0	28747465.0	849728.0	451741.0	28747307.0	28747307.0	849793.0	451813.0	28747307.0	28747307.0	849793.0	451813.0
CCIS90166425ST-4-0	27271452.0	27271452.0	25405378.0	25405378.0	721026.0	1061484.0	25394918.0	25394918.0	724260.0	1064887.0	25394918.0	25394918.0	724260.0	1064887.0
CCIS90443472ST-4-0	31948167.0	31948167.0	25627578.0	25627578.0	952113.0	5111009.0	25627254.0	25627254.0	952263.0	5111074.0	25627254.0	25627254.0	952263.0	5111074.0
CCIS90903952ST-3-0	22788163.0	22788163.0	20644499.0	20644499.0	873011.0	1166256.0	20638377.0	20638377.0	874656.0	1168590.0	20638377.0	20638377.0	874656.0	1168590.0
CCIS91228662ST-4-0	44044852.0	44044852.0	41976457.0	41976457.0	1156440.0	832401.0	41965602.0	41965602.0	1159576.0	835553.0	41965602.0	41965602.0	1159576.0	835553.0
CCIS93040568ST-20-0	6436717.0	6436717.0	6234131.0	6234131.0	111086.0	82502.0	6234104.0	6234104.0	111092.0	82514.0	6234104.0	6234104.0	111092.0	82514.0
CCIS94417875ST-3-0	18113211.0	18113211.0	15670705.0	15670705.0	700095.0	1576597.0	15670254.0	15670254.0	700212.0	1576789.0	15670254.0	15670254.0	700212.0	1576789.0
CCIS94496512ST-4-0	17750885.0	17750885.0	16429627.0	16429627.0	654203.0	600221.0	16429088.0	16429088.0	654374.0	600417.0	16429088.0	16429088.0	654374.0	600417.0
CCIS94603952ST-4-0	32451093.0	32451093.0	30991818.0	30991818.0	937928.0	468517.0	30991654.0	30991654.0	937993.0	468574.0	30991654.0	30991654.0	937993.0	468574.0
CCIS95097901ST-4-0	24039454.0	24039454.0	22860403.0	22860403.0	714612.0	423589.0	22860316.0	22860316.0	714650.0	423627.0	22860316.0	22860316.0	714650.0	423627.0
CCIS95409808ST-4-0	31515564.0	31515564.0	30304442.0	30304442.0	758480.0	410390.0	30304061.0	30304061.0	758605.0	410512.0	30304061.0	30304061.0	758605.0	410512.0
CCIS96387239ST-4-0	15901300.0	15901300.0	14796675.0	14796675.0	625421.0	434717.0	14796651.0	14796651.0	625430.0	434725.0	14796651.0	14796651.0	625430.0	434725.0
CCIS98482370ST-3-0	18276972.0	18276972.0	15538169.0	15538169.0	689225.0	1876387.0	15537607.0	15537607.0	689374.0	1876684.0	15537607.0	15537607.0	689374.0	1876684.0
CCIS98512455ST-4-0	20597661.0	20597661.0	19327332.0	19327332.0	684810.0	522973.0	19326012.0	19326012.0	685086.0	523216.0	19326012.0	19326012.0	685086.0	523216.0
CCIS98832363ST-4-0	30762491.0	30762491.0	28570243.0	28570243.0	1121887.0	958534.0	28569287.0	28569287.0	1122115.0	958715.0	28569287.0	28569287.0	1122115.0	958715.0
CCMD10032470ST	17664261.0	17664261.0	17171752.0	17171752.0	281721.0	193935.0	17171562.0	17171562.0	281794.0	194006.0	17171562.0	17171562.0	281794.0	194006.0
CCMD10191450ST	16186344.0	16186344.0	15736116.0	15736116.0	316284.0	118793.0	15735633.0	15735633.0	316498.0	119022.0	15735633.0	15735633.0	316498.0	119022.0
CCMD11006829ST-21-0	38449829.0	38449829.0	36645876.0	36645876.0	981327.0	751607.0	36642232.0	36642232.0	982626.0	752883.0	36642232.0	36642232.0	982626.0	752883.0
CCMD12232071ST-21-0	28532761.0	28532761.0	24503014.0	24503014.0	3522189.0	427314.0	24500422.0	24500422.0	3522811.0	428046.0	24500422.0	24500422.0	3522811.0	428046.0
CCMD13071240ST-21-0	29325575.0	29325575.0	27781309.0	27781309.0	842497.0	638981.0	27781103.0	27781103.0	842551.0	639050.0	27781103.0	27781103.0	842551.0	639050.0
CCMD13934959ST-21-0	16923586.0	16923586.0	16103678.0	16103678.0	466360.0	321123.0	16029601.0	16029601.0	492322.0	346251.0	16029601.0	16029601.0	492322.0	346251.0
CCMD14479708ST-21-0	30527247.0	30527247.0	29080696.0	29080696.0	789883.0	600074.0	29080595.0	29080595.0	789916.0	600115.0	29080595.0	29080595.0	789916.0	600115.0
CCMD15562448ST	15990491.0	15990491.0	15568351.0	15568351.0	223875.0	183847.0	15568261.0	15568261.0	223937.0	183863.0	15568261.0	15568261.0	223937.0	183863.0
CCMD17410933ST	22101129.0	22101129.0	21509427.0	21509427.0	364698.0	207168.0	21509133.0	21509133.0	364807.0	207230.0	21509133.0	21509133.0	364807.0	207230.0
CCMD18579000ST	14901997.0	14901997.0	14413572.0	14413572.0	310910.0	161225.0	14413471.0	14413471.0	310969.0	161237.0	14413471.0	14413471.0	310969.0	161237.0
CCMD18829815ST	15828813.0	15828813.0	15277824.0	15277824.0	365658.0	167054.0	15277656.0	15277656.0	365728.0	167103.0	15277656.0	15277656.0	365728.0	167103.0
CCMD18872694ST-21-0	25598762.0	25598762.0	24411885.0	24411885.0	651774.0	488122.0	24411413.0	24411413.0	651930.0	488274.0	24411413.0	24411413.0	651930.0	488274.0
CCMD19168690ST	12128606.0	12128606.0	11714588.0	11714588.0	283424.0	118753.0	11714053.0	11714053.0	283596.0	118866.0	11714053.0	11714053.0	283596.0	118866.0
CCMD19497912ST-21-0	29288900.0	29288900.0	27720601.0	27720601.0	945625.0	566087.0	27718527.0	27718527.0	946321.0	566741.0	27718527.0	27718527.0	946321.0	566741.0
CCMD21593359ST	9087534.0	9087534.0	8847113.0	8847113.0	137040.0	95733.0	8839503.0	8839503.0	139605.0	98448.0	8839503.0	8839503.0	139605.0	98448.0
CCMD21703880ST	9310359.0	9310359.0	9017148.0	9017148.0	164197.0	118861.0	9016828.0	9016828.0	164291.0	118958.0	9016828.0	9016828.0	164291.0	118958.0
CCMD22852639ST	18846188.0	18846188.0	18290293.0	18290293.0	378959.0	157675.0	18289953.0	18289953.0	379102.0	157819.0	18289953.0	18289953.0	379102.0	157819.0
CCMD23101338ST-21-0	39041779.0	39041779.0	36903907.0	36903907.0	1125013.0	926120.0	36898786.0	36898786.0	1126738.0	927772.0	36898786.0	36898786.0	1126738.0	927772.0
CCMD23541216ST	12223214.0	12223214.0	11829165.0	11829165.0	284540.0	99290.0	11828918.0	11828918.0	284662.0	99376.0	11828918.0	11828918.0	284662.0	99376.0
CCMD25475945ST	17000045.0	17000045.0	16456694.0	16456694.0	304373.0	221813.0	16456376.0	16456376.0	304496.0	221915.0	16456376.0	16456376.0	304496.0	221915.0
CCMD25511638ST-21-0	30608357.0	30608357.0	29082594.0	29082594.0	849601.0	615279.0	29081908.0	29081908.0	849849.0	615516.0	29081908.0	29081908.0	849849.0	615516.0
CCMD25963797ST-21-0	38060589.0	38060589.0	35969178.0	35969178.0	1135008.0	868990.0	35962687.0	35962687.0	1137322.0	871326.0	35962687.0	35962687.0	1137322.0	871326.0
CCMD26625622ST	16231639.0	16231639.0	15787386.0	15787386.0	259559.0	169634.0	15787254.0	15787254.0	259617.0	169669.0	15787254.0	15787254.0	259617.0	169669.0
CCMD26709089ST-21-0	37646456.0	37646456.0	35589789.0	35589789.0	1060350.0	909685.0	35589655.0	35589655.0	1060387.0	909742.0	35589655.0	35589655.0	1060387.0	909742.0
CCMD26925580ST-21-0	24923146.0	24923146.0	23572910.0	23572910.0	769764.0	526683.0	23572860.0	23572860.0	769787.0	526695.0	23572860.0	23572860.0	769787.0	526695.0
CCMD27463710ST	11200643.0	11200643.0	10871758.0	10871758.0	169517.0	148042.0	10871695.0	10871695.0	169539.0	148072.0	10871695.0	10871695.0	169539.0	148072.0
CCMD27867141ST	23116222.0	23116222.0	22496428.0	22496428.0	394098.0	204471.0	22496199.0	22496199.0	394187.0	204516.0	22496199.0	22496199.0	394187.0	204516.0
CCMD28738636ST	8499348.0	8499348.0	8267268.0	8267268.0	125672.0	98699.0	8267143.0	8267143.0	125714.0	98738.0	8267143.0	8267143.0	125714.0	98738.0
CCMD29706695ST	15214899.0	15214899.0	14769031.0	14769031.0	221494.0	208248.0	14767974.0	14767974.0	221759.0	208469.0	14767974.0	14767974.0	221759.0	208469.0
CCMD30626189ST	19828535.0	19828535.0	19210434.0	19210434.0	341148.0	257282.0	19210282.0	19210282.0	341226.0	257325.0	19210282.0	19210282.0	341226.0	257325.0
CCMD30627121ST	14986790.0	14986790.0	14401661.0	14401661.0	406974.0	161409.0	14401127.0	14401127.0	407127.0	161532.0	14401127.0	14401127.0	407127.0	161532.0
CCMD31009081ST	16586324.0	16586324.0	16113610.0	16113610.0	219428.0	237902.0	16113496.0	16113496.0	219484.0	237921.0	16113496.0	16113496.0	219484.0	237921.0
CCMD31134579ST	17594211.0	17594211.0	17092569.0	17092569.0	304464.0	180751.0	17092094.0	17092094.0	304632.0	180847.0	17092094.0	17092094.0	304632.0	180847.0
CCMD32288175ST	14287641.0	14287641.0	13902969.0	13902969.0	276177.0	96234.0	13902600.0	13902600.0	276323.0	96328.0	13902600.0	13902600.0	276323.0	96328.0
CCMD32965613ST	21036745.0	21036745.0	20507298.0	20507298.0	394464.0	119293.0	20507036.0	20507036.0	394605.0	119365.0	20507036.0	20507036.0	394605.0	119365.0
CCMD34381688ST-21-0	27543407.0	27543407.0	26112228.0	26112228.0	771773.0	602714.0	26111109.0	26111109.0	772111.0	603075.0	26111109.0	26111109.0	772111.0	603075.0
CCMD35081859ST	18242350.0	18242350.0	17745149.0	17745149.0	396257.0	86854.0	17745027.0	17745027.0	396330.0	86887.0	17745027.0	17745027.0	396330.0	86887.0
CCMD35633353ST	9613120.0	9613120.0	9285275.0	9285275.0	161919.0	154172.0	9283769.0	9283769.0	162433.0	154706.0	9283769.0	9283769.0	162433.0	154706.0
CCMD35801800ST	19836558.0	19836558.0	19300429.0	19300429.0	291150.0	227831.0	19298548.0	19298548.0	291493.0	228231.0	19298548.0	19298548.0	291493.0	228231.0
CCMD35802077ST-21-0	28900845.0	28900845.0	27247418.0	27247418.0	919700.0	664533.0	27247302.0	27247302.0	919737.0	664573.0	27247302.0	27247302.0	919737.0	664573.0
CCMD37575804ST	19894949.0	19894949.0	19353438.0	19353438.0	363094.0	160879.0	19353110.0	19353110.0	363214.0	160955.0	19353110.0	19353110.0	363214.0	160955.0
CCMD38158721ST	12160647.0	12160647.0	11776921.0	11776921.0	154221.0	217400.0	11776505.0	11776505.0	154379.0	217522.0	11776505.0	11776505.0	154379.0	217522.0
CCMD39157124ST	18279890.0	18279890.0	17775998.0	17775998.0	373433.0	115268.0	17775904.0	17775904.0	373498.0	115279.0	17775904.0	17775904.0	373498.0	115279.0
CCMD39882286ST	18519111.0	18519111.0	17999240.0	17999240.0	271060.0	231585.0	17999160.0	17999160.0	271107.0	231601.0	17999160.0	17999160.0	271107.0	231601.0
CCMD40701343ST-21-0	53009693.0	53009693.0	51076594.0	51076594.0	1009748.0	859585.0	51071493.0	51071493.0	1011239.0	861087.0	51071493.0	51071493.0	1011239.0	861087.0
CCMD41202658ST	12102241.0	12102241.0	11674669.0	11674669.0	289305.0	125607.0	11674159.0	11674159.0	289500.0	125755.0	11674159.0	11674159.0	289500.0	125755.0
CCMD41521570ST	15042787.0	15042787.0	14563872.0	14563872.0	283162.0	179874.0	14563700.0	14563700.0	283244.0	179920.0	14563700.0	14563700.0	283244.0	179920.0
CCMD42428553ST-21-0	26820234.0	26820234.0	25215165.0	25215165.0	872181.0	665195.0	25207121.0	25207121.0	875227.0	668065.0	25207121.0	25207121.0	875227.0	668065.0
CCMD42956136ST	19476673.0	19476673.0	18955328.0	18955328.0	362179.0	144845.0	18954638.0	18954638.0	362406.0	144999.0	18954638.0	18954638.0	362406.0	144999.0
CCMD45004878ST	13783224.0	13783224.0	13286766.0	13286766.0	223028.0	256911.0	13285449.0	13285449.0	223548.0	257405.0	13285449.0	13285449.0	223548.0	257405.0
CCMD45812507ST	15982644.0	15982644.0	15537752.0	15537752.0	262106.0	167699.0	15537657.0	15537657.0	262160.0	167713.0	15537657.0	15537657.0	262160.0	167713.0
CCMD45988061ST-21-0	15500210.0	15500210.0	14710810.0	14710810.0	456837.0	301395.0	14611908.0	14611908.0	490984.0	335429.0	14611908.0	14611908.0	490984.0	335429.0
CCMD46222674ST-21-0	28952981.0	28952981.0	27348769.0	27348769.0	874064.0	665683.0	27330980.0	27330980.0	880284.0	671489.0	27330980.0	27330980.0	880284.0	671489.0
CCMD46727384ST	19504550.0	19504550.0	18991082.0	18991082.0	389149.0	108666.0	18990932.0	18990932.0	389238.0	108692.0	18990932.0	18990932.0	389238.0	108692.0
CCMD46947453ST-21-0	33342454.0	33342454.0	31798013.0	31798013.0	1018825.0	476652.0	31793452.0	31793452.0	1020330.0	478202.0	31793452.0	31793452.0	1020330.0	478202.0
CCMD48236717ST-21-0	36707162.0	36707162.0	34975900.0	34975900.0	946362.0	715586.0	34975145.0	34975145.0	946588.0	715828.0	34975145.0	34975145.0	946588.0	715828.0
CCMD49025643ST	22725194.0	22725194.0	22170674.0	22170674.0	420740.0	117075.0	22170217.0	22170217.0	420907.0	117226.0	22170217.0	22170217.0	420907.0	117226.0
CCMD49461418ST	9881057.0	9881057.0	9445345.0	9445345.0	132829.0	289108.0	9445254.0	9445254.0	132848.0	289147.0	9445254.0	9445254.0	132848.0	289147.0
CCMD49942357ST	14491094.0	14491094.0	13964946.0	13964946.0	342657.0	165689.0	13964694.0	13964694.0	342753.0	165771.0	13964694.0	13964694.0	342753.0	165771.0
CCMD50071957ST-21-0	25584793.0	25584793.0	24820699.0	24820699.0	472115.0	271993.0	24819237.0	24819237.0	472654.0	272522.0	24819237.0	24819237.0	472654.0	272522.0
CCMD50300306ST	17020285.0	17020285.0	16529452.0	16529452.0	295962.0	178465.0	16528786.0	16528786.0	296201.0	178643.0	16528786.0	16528786.0	296201.0	178643.0
CCMD50529145ST	14364394.0	14364394.0	13878970.0	13878970.0	200835.0	268980.0	13878832.0	13878832.0	200894.0	269047.0	13878832.0	13878832.0	200894.0	269047.0
CCMD50538120ST	9652837.0	9652837.0	9223435.0	9223435.0	328495.0	89897.0	9222253.0	9222253.0	329010.0	90457.0	9222253.0	9222253.0	329010.0	90457.0
CCMD51154251ST	16705608.0	16705608.0	16256977.0	16256977.0	286927.0	146848.0	16256874.0	16256874.0	286993.0	146865.0	16256874.0	16256874.0	286993.0	146865.0
CCMD51228890ST	15141969.0	15141969.0	14693843.0	14693843.0	233565.0	199884.0	14693694.0	14693694.0	233622.0	199917.0	14693694.0	14693694.0	233622.0	199917.0
CCMD51864103ST-21-0	32593076.0	32593076.0	31153324.0	31153324.0	750305.0	632678.0	31151378.0	31151378.0	750938.0	633364.0	31151378.0	31151378.0	750938.0	633364.0
CCMD52117727ST	10743064.0	10743064.0	10448049.0	10448049.0	157845.0	127069.0	10447969.0	10447969.0	157871.0	127093.0	10447969.0	10447969.0	157871.0	127093.0
CCMD52145360ST	10190824.0	10190824.0	9898797.0	9898797.0	151391.0	130185.0	9898378.0	9898378.0	151540.0	130333.0	9898378.0	9898378.0	151540.0	130333.0
CCMD53508245ST	21205513.0	21205513.0	20570049.0	20570049.0	500828.0	117981.0	20568325.0	20568325.0	501438.0	118388.0	20568325.0	20568325.0	501438.0	118388.0
CCMD53522274ST	15156671.0	15156671.0	14729303.0	14729303.0	264594.0	148672.0	14729062.0	14729062.0	264687.0	148731.0	14729062.0	14729062.0	264687.0	148731.0
CCMD54057834ST	12076041.0	12076041.0	11649484.0	11649484.0	251590.0	162341.0	11649292.0	11649292.0	251688.0	162387.0	11649292.0	11649292.0	251688.0	162387.0
CCMD56948710ST	14755618.0	14755618.0	14366253.0	14366253.0	263831.0	113062.0	14366149.0	14366149.0	263881.0	113090.0	14366149.0	14366149.0	263881.0	113090.0
CCMD59540613ST	12378637.0	12378637.0	11958855.0	11958855.0	241044.0	163981.0	11958716.0	11958716.0	241115.0	164020.0	11958716.0	11958716.0	241115.0	164020.0
CCMD59583015ST	11122478.0	11122478.0	10792273.0	10792273.0	173085.0	146096.0	10791901.0	10791901.0	173194.0	146217.0	10791901.0	10791901.0	173194.0	146217.0
CCMD60079086ST-21-0	23571902.0	23571902.0	22134470.0	22134470.0	768710.0	607576.0	22133622.0	22133622.0	769012.0	607884.0	22133622.0	22133622.0	769012.0	607884.0
CCMD63399960ST-21-0	33386061.0	33386061.0	31808967.0	31808967.0	872570.0	642118.0	31807474.0	31807474.0	873118.0	642714.0	31807474.0	31807474.0	873118.0	642714.0
CCMD64503764ST-21-0	34124060.0	34124060.0	32275373.0	32275373.0	983136.0	789173.0	32272630.0	32272630.0	984126.0	790083.0	32272630.0	32272630.0	984126.0	790083.0
