"Gene1","Gene2","CRC_cor","CRC_pVal","adenoma_cor","adenoma_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes"
"Bifidobacterium catenulatum","[Candida] arabinofermentans",0.0239415025656039,0.610896056572019,0.063069349144052,0.239247197146275,0.549055480853686,0.58296737585404,0.499351351351351,0.57806148711123,"0/0"
"Bifidobacterium catenulatum","Pseudocercospora musae",0.0327307372665831,0.486637612695398,-0.00646352252171685,0.904094906645575,-0.549040778904427,0.582977465016364,0.499351351351351,0.57806148711123,"0/0"
"Streptococcus sp. A12","Leucoagaricus sp. SymC.cos",0.0598609458215136,0.202982791558803,0.0208407273396145,0.697615173071549,-0.547399646733608,0.584104197931716,0.5,0.57806148711123,"0/0"
"Brachyspira pilosicoli","Pichia kudriavzevii",-0.00961670460135792,0.838083423771653,-0.0484333590632131,0.366316802181616,-0.54411470167577,0.586362544213451,0.502054054054054,0.578793941355032,"0/0"
"Streptococcus sp. I-G2","Erysiphe pulchra",-0.0327274497521932,0.486681405988602,0.00606307438824137,0.91001073456606,0.543386602471444,0.58686364815843,0.502594594594595,0.578793941355032,"0/0"
"Roseburia intestinalis","Aspergillus kawachii",0.0150933297052311,0.74841544376564,-0.0236919108511898,0.658697998109846,-0.543225984586607,0.586974217841723,0.502630630630631,0.578793941355032,"0/0"
"Parvimonas micra","Phytophthora capsici",0.0122116307029504,0.795258007282267,0.0509210361136691,0.342186550199586,0.542694641664398,0.587340064143822,0.502990990990991,0.578793941355032,"0/0"
"Streptococcus sp. JS71","Erysiphe pulchra",-0.0342990373778162,0.465990133082224,0.00442997336781757,0.934184597844601,0.542549286251527,0.587440164296884,0.502990990990991,0.578793941355032,"0/0"
"Streptococcus sp. JS71","Hyaloscypha variabilis",0.0663985096799358,0.15782333639781,0.0277777558843469,0.60451747631243,-0.542114379446039,0.587739713443971,0.503207207207207,0.578793941355032,"0/0"
"Streptococcus sp. JS71","Pneumocystis murina",0.0774159077647986,0.0994660251232142,0.115483328192369,0.0307728191158079,0.538169266663271,0.590460195622813,0.505477477477478,0.579764555705132,"0/+"
"Streptococcus thermophilus","Phytophthora capsici",0.0360410380447076,0.443635721801469,-0.00231682809690805,0.965550962813716,-0.537381654364264,0.591004012935651,0.505765765765766,0.579764555705132,"0/0"
"Lactobacillus ruminis","Schizosaccharomyces pombe",0.0450637196814676,0.338050244565776,0.00672376157346275,0.900253209002101,-0.537338389210407,0.591033892605201,0.505765765765766,0.579764555705132,"0/0"
"Ruminococcus bicirculans","Aspergillus kawachii",-0.0256843265900138,0.585172906798314,-0.063810056898022,0.233763467114528,-0.535048735719627,0.592616157369053,0.507423423423423,0.581004175319254,"0/0"
"Brachyspira pilosicoli","Colletotrichum salicis",0.0233934273163549,0.619087424605165,-0.0147662951716739,0.783102006870446,-0.534462901249561,0.593021310063681,0.507783783783784,0.581004175319254,"0/0"
"Fusobacterium nucleatum","Hyaloscypha variabilis",0.0474433230050555,0.313133296049733,0.0094622144237388,0.859985589143261,-0.532381992389235,0.594461454649319,0.509009009009009,0.581004175319254,"0/0"
"Streptococcus thermophilus","Pneumocystis murina",0.0111109042710366,0.813356830443426,0.0490834814069926,0.359910907177799,0.53231370217725,0.594508743662031,0.509081081081081,0.581004175319254,"0/0"
"Brachyspira pilosicoli","Tuber magnatum",0.0353541375180442,0.452376705312351,-0.0024958656728603,0.962890687278085,-0.530257290839804,0.595933554095779,0.51045045045045,0.581482585460397,"0/0"
"Dialister pneumosintes","Phytopythium vexans",0.0875586673407188,0.0623111855631642,0.0501435512272403,0.349616927991373,-0.526519185326848,0.598527525594274,0.513009009009009,0.582945115960969,"0/0"
"Streptococcus sp. HSISS3","Pneumocystis murina",0.0136499765578185,0.771773755310964,-0.0238155942531652,0.657029506600057,-0.524742151084553,0.599762451003861,0.514126126126126,0.582945115960969,"0/0"
"Bifidobacterium catenulatum","Rhizophagus irregularis",-0.0112225297513158,0.811516707787545,-0.0485740608933286,0.364924445012428,-0.523599340091963,0.600557240593046,0.514702702702703,0.582945115960969,"0/0"
"Bifidobacterium longum","Pseudocercospora musae",0.101550737528792,0.0305104325767513,0.138309068632787,0.00957720517290883,0.522338168187522,0.601434898676221,0.515351351351351,0.582945115960969,"+/+"
"Fusobacterium periodonticum","Sphaerulina musiva",0.0294364989832997,0.531565470658418,-0.00784700747931587,0.883699441349227,-0.522238959784373,0.60150396302734,0.515423423423423,0.582945115960969,"0/0"
"Alistipes sp. 3BBH6","Lipomyces starkeyi",-0.0711778386134893,0.129938086939268,-0.0340294208534941,0.525729421981681,0.521730168461545,0.601858216490518,0.51563963963964,0.582945115960969,"0/0"
